asset_file,date,stock,1_month_return,6_month_return,12_month_return,1_month_volatility,6_month_volatility,12_month_volatility,1_month_img,6_month_img,12_month_img,label
Data/Stocks\vnom.us.txt,2016-04-27,1,0.13573577680525162,0.16841364755539945,-0.013189947121382994,0.019227600618608856,0.02828965954594174,0.02953914876826962,Charts/img_96_1_month.PNG,Charts/img_96_6_month.PNG,Charts/img_96_12_month.PNG,2
Data/Stocks\ewus.us.txt,2013-10-30,1,0.05476445094838733,0.16495197836695352,0.3239138113740727,0.016469513462680774,0.012656116470633881,0.011981340064388873,Charts/img_97_1_month.PNG,Charts/img_97_6_month.PNG,Charts/img_97_12_month.PNG,2
Data/Stocks\dcom.us.txt,2015-10-06,1,0.027677419354838806,0.07121721587088103,0.24251170046801862,0.011116998737401823,0.010993368838767411,0.011641575177349262,Charts/img_98_1_month.PNG,Charts/img_98_6_month.PNG,Charts/img_98_12_month.PNG,2
Data/Stocks\immr.us.txt,2009-05-07,1,0.26,-0.19915254237288138,-0.6301369863013699,0.06047818829355448,0.06785847891408353,0.06039599306442089,Charts/img_102_1_month.PNG,Charts/img_102_6_month.PNG,Charts/img_102_12_month.PNG,2
Data/Stocks\paa.us.txt,2013-05-31,1,0.001287282619255814,0.23565027125857996,0.5018214936247725,0.01170625434296158,0.010169850097903516,0.009940312658644642,Charts/img_103_1_month.PNG,Charts/img_103_6_month.PNG,Charts/img_103_12_month.PNG,1
Data/Stocks\cnat.us.txt,2015-03-12,1,-0.05980066445182719,-0.18326118326118324,-0.5337726523887973,0.030598638908090763,0.057328748564870316,0.06208918534117779,Charts/img_104_1_month.PNG,Charts/img_104_6_month.PNG,Charts/img_104_12_month.PNG,2
Data/Stocks\uec.us.txt,2013-09-16,1,-0.040983606557377095,0.049327354260089606,-0.1552346570397113,0.02334922238460104,0.03803285546698953,0.03532980154286649,Charts/img_105_1_month.PNG,Charts/img_105_6_month.PNG,Charts/img_105_12_month.PNG,0
Data/Stocks\mdgl.us.txt,2015-04-08,1,-0.12704918032786894,-0.2282608695652174,-0.4766584766584766,0.047628938986257634,0.03574880436097899,0.0316174861100151,Charts/img_107_1_month.PNG,Charts/img_107_6_month.PNG,Charts/img_107_12_month.PNG,2
Data/Stocks\strt.us.txt,2013-02-26,1,-0.02796903428347186,0.38598097563456957,0.27507136506153773,0.030516950834963686,0.018650343331931375,0.022452940738597146,Charts/img_108_1_month.PNG,Charts/img_108_6_month.PNG,Charts/img_108_12_month.PNG,1
Data/Stocks\pre_f.us.txt,2015-04-09,1,0.0019708316909736734,0.08567523703766988,0.17240107001199156,0.003494701810280389,0.004873722023999475,0.0053281323459353,Charts/img_109_1_month.PNG,Charts/img_109_6_month.PNG,Charts/img_109_12_month.PNG,1
Data/Stocks\sun.us.txt,2014-01-29,1,0.02104999373512073,0.18033024333719583,0.24494576564648352,0.014055856429424064,0.014661498363169857,0.015643468507682435,Charts/img_110_1_month.PNG,Charts/img_110_6_month.PNG,Charts/img_110_12_month.PNG,2
Data/ETFs\qqqe.us.txt,2015-10-22,0,0.031691663064081554,-0.05890917915428018,0.10041499663036912,0.011779659348189144,0.011330899861195284,0.010060377113910016,Charts/img_111_1_month.PNG,Charts/img_111_6_month.PNG,Charts/img_111_12_month.PNG,2
Data/ETFs\shy.us.txt,2009-12-17,0,-0.001786135126083721,0.007713402036037653,-0.009050386642368125,0.0009894516494821084,0.000946298331207124,0.0011902410768894782,Charts/img_112_1_month.PNG,Charts/img_112_6_month.PNG,Charts/img_112_12_month.PNG,1
Data/Stocks\mcri.us.txt,2008-03-26,1,0.1116361488481985,-0.33848857644991215,-0.2789272030651341,0.030122963607098097,0.028469989462971995,0.0306677471763681,Charts/img_113_1_month.PNG,Charts/img_113_6_month.PNG,Charts/img_113_12_month.PNG,0
Data/Stocks\gram.us.txt,2016-04-29,1,0.7973651976101792,0.7667149912769984,-0.09460667648873611,0.0747056129645783,0.04625740225773684,0.037922226650160935,Charts/img_114_1_month.PNG,Charts/img_114_6_month.PNG,Charts/img_114_12_month.PNG,0
Data/Stocks\nuv.us.txt,2006-09-18,1,0.013381119752027049,0.015460772622646113,0.022878692646134402,0.0028520388226774603,0.004450545479477416,0.004581651550212296,Charts/img_115_1_month.PNG,Charts/img_115_6_month.PNG,Charts/img_115_12_month.PNG,1
Data/Stocks\towr.us.txt,2013-11-13,1,0.06024223275408125,0.0491376165911106,2.2214915438647016,0.024065070729699607,0.02692500564495494,0.03275740195100453,Charts/img_116_1_month.PNG,Charts/img_116_6_month.PNG,Charts/img_116_12_month.PNG,0
Data/Stocks\mnga.us.txt,2016-08-29,1,-0.1054814814814814,-0.5425757575757575,-0.3838775510204082,0.02172695200080486,0.039733229708009646,0.04695563085275489,Charts/img_117_1_month.PNG,Charts/img_117_6_month.PNG,Charts/img_117_12_month.PNG,0
Data/Stocks\fnf.us.txt,2014-11-11,1,0.09435857374030454,0.0606814494321255,0.3232575399770594,0.012546940594070674,0.011712381174650507,0.012120414630118499,Charts/img_118_1_month.PNG,Charts/img_118_6_month.PNG,Charts/img_118_12_month.PNG,2
Data/Stocks\discb.us.txt,2010-03-01,1,0.032903225806451664,0.2073906485671193,1.0781142508534418,0.02920682122114855,0.03314797127801376,0.04425313894502169,Charts/img_119_1_month.PNG,Charts/img_119_6_month.PNG,Charts/img_119_12_month.PNG,2
Data/Stocks\ntic.us.txt,2010-05-21,1,0.0778128286014721,0.3311688311688312,1.0499999999999998,0.03857201662671331,0.03682936806966227,0.04558330942142679,Charts/img_120_1_month.PNG,Charts/img_120_6_month.PNG,Charts/img_120_12_month.PNG,0
Data/Stocks\nmz.us.txt,2006-03-17,1,0.009289408159356416,0.04171196995156645,0.11002275025278041,0.0070834135551822615,0.005375097732288758,0.00537857632503137,Charts/img_121_1_month.PNG,Charts/img_121_6_month.PNG,Charts/img_121_12_month.PNG,0
Data/Stocks\cldx.us.txt,2011-02-08,1,-0.059585492227979264,-0.2292993630573249,-0.17500000000000004,0.03442778203164479,0.0418291878258504,0.043012254888834645,Charts/img_122_1_month.PNG,Charts/img_122_6_month.PNG,Charts/img_122_12_month.PNG,2
Data/Stocks\bmtc.us.txt,2011-12-05,1,0.06571865240215291,-0.06609212135328701,0.1356748335929756,0.028721238230574323,0.028206174782431193,0.023708353132545375,Charts/img_123_1_month.PNG,Charts/img_123_6_month.PNG,Charts/img_123_12_month.PNG,2
Data/ETFs\tipx.us.txt,2016-07-15,0,0.00694444444444442,0.0518217288564049,0.041632653061224545,0.005312636711036054,0.0032535793320340465,0.0031859779863508486,Charts/img_126_1_month.PNG,Charts/img_126_6_month.PNG,Charts/img_126_12_month.PNG,2
Data/ETFs\schg.us.txt,2013-03-06,0,0.025815418280746405,0.059722010080953014,0.13681795838112398,0.007748836797009486,0.007697212696426283,0.008884568159274006,Charts/img_128_1_month.PNG,Charts/img_128_6_month.PNG,Charts/img_128_12_month.PNG,1
Data/Stocks\nxtm.us.txt,2016-09-28,1,0.047578225460780166,0.6026229508196723,0.4866180048661801,0.018014748896445856,0.02243445537165609,0.027254348858761525,Charts/img_129_1_month.PNG,Charts/img_129_6_month.PNG,Charts/img_129_12_month.PNG,0
Data/Stocks\col.us.txt,2002-09-16,1,-0.1344797604096224,-0.14874815905743743,0.08193949640722176,0.0267763297694878,0.029044803541863607,0.02731505876181292,Charts/img_130_1_month.PNG,Charts/img_130_6_month.PNG,Charts/img_130_12_month.PNG,1
Data/Stocks\intg.us.txt,2011-12-02,1,-0.042679900744416854,-0.14266666666666672,-0.1685344827586207,0.019877110922101725,0.02680249369380941,0.025444558854386082,Charts/img_131_1_month.PNG,Charts/img_131_6_month.PNG,Charts/img_131_12_month.PNG,0
Data/Stocks\evol.us.txt,2010-09-08,1,0.004437526906646561,-0.001415684466978262,0.11184017595307916,0.011870492767981177,0.018007066681086495,0.02189031553799748,Charts/img_133_1_month.PNG,Charts/img_133_6_month.PNG,Charts/img_133_12_month.PNG,2
Data/ETFs\pwv.us.txt,2013-06-06,0,-0.005690636316606379,0.176074651981031,0.30963602294020776,0.007392574621395416,0.006966997960368552,0.007368351611599132,Charts/img_134_1_month.PNG,Charts/img_134_6_month.PNG,Charts/img_134_12_month.PNG,1
Data/Stocks\mro.us.txt,2010-07-13,1,-0.008264947245017473,0.004094955489614138,0.10769935838680111,0.015337814557438675,0.016980711293923048,0.016825186185403945,Charts/img_135_1_month.PNG,Charts/img_135_6_month.PNG,Charts/img_135_12_month.PNG,1
Data/Stocks\fls.us.txt,2008-02-19,1,0.1846360090997725,0.37584335928284984,0.844932304188283,0.04702590565639482,0.03090166584218707,0.025656451271217157,Charts/img_137_1_month.PNG,Charts/img_137_6_month.PNG,Charts/img_137_12_month.PNG,2
Data/Stocks\nvcn.us.txt,2017-05-19,1,-0.13772455089820357,1.9975020815986677,-0.21739130434782616,0.04095971003748933,0.11941716022799234,0.12043096658281684,Charts/img_140_1_month.PNG,Charts/img_140_6_month.PNG,Charts/img_140_12_month.PNG,2
Data/Stocks\ety.us.txt,2015-09-03,1,-0.05446906681905739,-0.021873118397285007,-0.009270039807946162,0.019404863969858445,0.009801943695702255,0.010015057919538032,Charts/img_141_1_month.PNG,Charts/img_141_6_month.PNG,Charts/img_141_12_month.PNG,1
Data/ETFs\fep.us.txt,2014-03-06,0,0.10255557034473584,0.2211697932407033,0.34970874577375866,0.010344792474394756,0.009405034361240829,0.009506615521886363,Charts/img_142_1_month.PNG,Charts/img_142_6_month.PNG,Charts/img_142_12_month.PNG,1
Data/ETFs\fmk.us.txt,2016-06-14,0,0.004575137840691301,-0.003375101834969141,-0.018379121928852493,0.008167545034125265,0.010736890679205404,0.010930631021109876,Charts/img_143_1_month.PNG,Charts/img_143_6_month.PNG,Charts/img_143_12_month.PNG,2
Data/Stocks\aeo.us.txt,2013-12-18,1,-0.10626938893297744,-0.20823213600920365,-0.31421612046058456,0.024370859686941578,0.02303546051658578,0.02137745883617831,Charts/img_144_1_month.PNG,Charts/img_144_6_month.PNG,Charts/img_144_12_month.PNG,2
Data/Stocks\mtge.us.txt,2013-05-01,1,0.021576108406788475,0.12781408859840226,0.3536128301228971,0.009696398064540384,0.013918814864738506,0.012351482451101257,Charts/img_145_1_month.PNG,Charts/img_145_6_month.PNG,Charts/img_145_12_month.PNG,0
Data/ETFs\ezj.us.txt,2013-12-23,0,-0.04525337464040702,0.1786641169239176,0.43744794269531906,0.014831927703879654,0.021779025659684044,0.02496541451113848,Charts/img_149_1_month.PNG,Charts/img_149_6_month.PNG,Charts/img_149_12_month.PNG,0
Data/Stocks\pcar.us.txt,2001-07-11,1,0.1461344314558981,0.12679569555451087,0.4022134824156536,0.02681915940290211,0.024144814203001616,0.025686755958962762,Charts/img_150_1_month.PNG,Charts/img_150_6_month.PNG,Charts/img_150_12_month.PNG,1
Data/Stocks\teo.us.txt,2009-03-05,1,-0.15978283691772388,-0.4559191997669224,-0.6906118842500553,0.04262307325062172,0.06453287388949826,0.04852876948666286,Charts/img_151_1_month.PNG,Charts/img_151_6_month.PNG,Charts/img_151_12_month.PNG,2
Data/Stocks\eman.us.txt,2007-12-20,1,-0.21289723346380962,0.8485509504518538,0.20790063123600078,0.022850450456990225,0.06037821125113664,0.06978238006332975,Charts/img_155_1_month.PNG,Charts/img_155_6_month.PNG,Charts/img_155_12_month.PNG,2
Data/Stocks\blrx.us.txt,2014-07-03,1,0.06499999999999995,-0.2680412371134021,0.3067484662576687,0.020151565567240338,0.02534426792418092,0.030321889732458095,Charts/img_156_1_month.PNG,Charts/img_156_6_month.PNG,Charts/img_156_12_month.PNG,0
Data/ETFs\iwp.us.txt,2014-03-25,0,-0.007909414366765843,0.09348419406979525,0.2547547014914029,0.007046933390010626,0.008166995123462703,0.008327967617410914,Charts/img_159_1_month.PNG,Charts/img_159_6_month.PNG,Charts/img_159_12_month.PNG,0
Data/Stocks\gsb.us.txt,2012-06-15,1,0.014928723762487328,0.23651282051282063,-0.05551783569227553,0.028401442947984298,0.03389435317183882,0.034417423848468735,Charts/img_161_1_month.PNG,Charts/img_161_6_month.PNG,Charts/img_161_12_month.PNG,2
Data/Stocks\fve.us.txt,2009-12-01,1,-0.11594202898550732,0.3738738738738736,1.4206349206349205,0.02912297407784494,0.03523431459165959,0.0631495624545043,Charts/img_162_1_month.PNG,Charts/img_162_6_month.PNG,Charts/img_162_12_month.PNG,2
Data/Stocks\pke.us.txt,2014-10-30,1,0.06955546890232034,-0.050785136479647,-0.029414366595895247,0.019968714795793655,0.01979923527369134,0.01768747511117548,Charts/img_163_1_month.PNG,Charts/img_163_6_month.PNG,Charts/img_163_12_month.PNG,0
Data/Stocks\abmd.us.txt,2007-08-28,1,0.13547758284600397,-0.15149308084486524,-0.1325390915860014,0.0617730474646187,0.03341639071371154,0.028459002943724925,Charts/img_164_1_month.PNG,Charts/img_164_6_month.PNG,Charts/img_164_12_month.PNG,2
